Borough,Longitude,Latitude,LatinSpecies
Brooklyn,-73.995662,40.689098,PLATANUS ACERIFOLIA
Bronx,1.0,1.0,UNKNOWN STUMP 
Queens,-73.80590500000001,40.680003,FRAXINUS PENNSYLVANICA
Brooklyn,-73.939799,40.66527,ACER PLATANOIDES
Queens,-73.72507900000001,40.729664,TILIA CORDATA
Manhattan,-73.956265,40.765384000000005,GINKGO BILOBA
Manhattan,-73.935294,40.857479,ACER PLATANOIDES
Manhattan,-73.965233,40.765894,GLEDITSIA TRIACANTHOS
Brooklyn,-73.973632,40.633594,ACER PLATANOIDES
Brooklyn,-73.952038,40.683801,ACER PLATANOIDES
Manhattan,-73.953825,40.786202,PYRUS CALLERYANA
Bronx,-73.844312,40.871009,ACER PLATANOIDES
Brooklyn,-74.02827099999999,40.616133000000005,MELIA AZEDARACH
Queens,-73.870324,40.762181,ACER PLATANOIDES
Queens,-73.783521,40.747315,AILANTHUS ALTISSIMA
Staten Island,-74.141068,40.55881,LIQUIDAMBAR STYRACIFLUA
Brooklyn,-73.87662399999999,40.687853999999994,TILIA CORDATA
Manhattan,-73.947198,40.779305,GLEDITSIA TRIACANTHOS
Manhattan,-74.006495,40.737157,FRAXINUS PENNSYLVANICA
Bronx,-73.848125,40.897109,ACER SACCHARUM
Queens,-73.828388,40.703286,PLATANUS ACERIFOLIA
Brooklyn,-73.89443,40.674038,QUERCUS PALUSTRIS
Bronx,-73.837638,40.86762,FRAXINUS PENNSYLVANICA
Queens,-73.853371,40.731312,ACER PLATANOIDES
Bronx,-73.81992,40.82705,GLEDITSIA TRIACANTHOS
Brooklyn,-73.962907,40.605229,PLATANUS ACERIFOLIA
Brooklyn,-73.95225400000001,40.57877,QUERCUS PALUSTRIS
Queens,-73.91752199999999,40.769951,GINKGO BILOBA
Brooklyn,-73.99215500000001,40.659116999999995,FRAXINUS PENNSYLVANICA
Queens,-73.80490400000001,40.690089,GLEDITSIA TRIACANTHOS
Queens,-73.743149,40.70074,QUERCUS RUBRA
Bronx,-73.885195,40.870407,PYRUS CALLERYANA
Queens,-73.90725,40.769682,UNKNOWN DEAD TREES 
Queens,-73.813161,40.684422999999995,ACER PLATANOIDES
Bronx,-73.91340699999999,40.839346,GLEDITSIA TRIACANTHOS
Staten Island,-74.119439,40.62124,QUERCUS PALUSTRIS
Bronx,-73.90013499999999,40.829817,GLEDITSIA TRIACANTHOS
Bronx,-73.810652,40.81565,PYRUS CALLERYANA
Queens,-73.848748,40.688159000000006,QUERCUS PALUSTRIS
Queens,-73.89527,40.702871,ACER PLATANOIDES
Brooklyn,-73.929096,40.70381,PLANTING SITE
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.712326,40.737623,TILIA CORDATA
Brooklyn,-73.965057,40.591421000000004,PLATANUS ACERIFOLIA
Brooklyn,-73.946469,40.659652,PLATANUS ACERIFOLIA
Queens,-73.767709,40.696688,ACER RUBRUM
Staten Island,-74.090863,40.594383,PLATANUS ACERIFOLIA
Manhattan,-73.977124,40.733711,PLATANUS ACERIFOLIA
Queens,-73.736757,40.767243,PYRUS CALLERYANA
Queens,-73.91839,40.707516999999996,ACER PLATANOIDES
Brooklyn,-73.99354100000001,40.683901,ACER SACCHARINUM
Staten Island,-74.09741600000001,40.586504999999995,ACER RUBRUM
Manhattan,-73.966364,40.770466,QUERCUS RUBRA
Queens,-73.721556,40.738576,PLATANUS ACERIFOLIA
Brooklyn,-73.98530600000001,40.691696,SOPHORA JAPONICA
Bronx,-73.909309,40.840938,ACER PLATANOIDES
Queens,-73.856726,40.747345,ACER PSEUDOPLATANUS
Staten Island,-74.22693100000001,40.524287,PYRUS CALLERYANA
Staten Island,1.0,1.0,PLANTING SITE
Brooklyn,-73.924536,40.609188,GLEDITSIA TRIACANTHOS
Brooklyn,-73.898191,40.665872,GLEDITSIA TRIACANTHOS
Staten Island,-74.192435,40.54076,ACER SACCHARINUM
Queens,1.0,1.0,GINKGO BILOBA
Brooklyn,-74.023517,40.629028000000005,ACER PLATANOIDES
Staten Island,-74.12594200000001,40.582869,QUERCUS RUBRA
Bronx,-73.832233,40.828365000000005,ACER PLATANOIDES
Staten Island,-74.218055,40.548866,ACER RUBRUM
Bronx,-73.907549,40.880348,GINKGO BILOBA
Queens,1.0,1.0,ACER PLATANOIDES
Queens,-73.79870799999999,40.721769,ACER PLATANOIDES
Manhattan,-73.935201,40.853347,ACER PLATANOIDES
Brooklyn,-74.005285,40.605902,QUERCUS PHELLOS
Staten Island,-74.150258,40.586345,PYRUS CALLERYANA
Queens,-73.732839,40.699703,ACER PLATANOIDES
Brooklyn,-74.034947,40.615466,ABIES SPECIES
Staten Island,-74.087949,40.590559000000006,QUERCUS PALUSTRIS
Staten Island,-74.159109,40.541703000000005,PYRUS CALLERYANA
Queens,-73.874178,40.718808,PYRUS CALLERYANA
Queens,-73.79349,40.767213,PLATANUS ACERIFOLIA
Brooklyn,-73.908243,40.696395,PLATANUS ACERIFOLIA
Queens,-73.82459899999999,40.679347,ACER PLATANOIDES
Brooklyn,-73.944078,40.679338,PYRUS CALLERYANA
Staten Island,-74.10528599999999,40.618386,LIQUIDAMBAR STYRACIFLUA
Queens,-73.80322199999999,40.730484999999994,ACER PLATANOIDES
Manhattan,-74.008875,40.704084,GLEDITSIA TRIACANTHOS
Queens,-73.78287900000001,40.706949,ACER PLATANOIDES
Staten Island,-74.140455,40.595727000000004,GINKGO BILOBA
Brooklyn,-73.945998,40.581028,PLATANUS ACERIFOLIA
Queens,1.0,1.0,GLEDITSIA TRIACANTHOS
Queens,-73.855112,40.709324,ACER SACCHARUM
Brooklyn,-73.963116,40.624278000000004,ACER PSEUDOPLATANUS
Brooklyn,-73.954411,40.615235999999996,PLATANUS ACERIFOLIA
Brooklyn,-74.021475,40.627805,TILIA CORDATA
Brooklyn,-73.95316,40.602154999999996,ACER PLATANOIDES
Staten Island,-74.13767800000001,40.601859000000005,PLANTING SITE
Bronx,1.0,1.0,ACER PLATANOIDES
Staten Island,1.0,1.0,QUERCUS PALUSTRIS
Manhattan,-73.981527,40.781945,CELTIS OCCIDENTALIS
Brooklyn,-73.93274699999999,40.630161,PLATANUS ACERIFOLIA
Queens,-73.864527,40.719516999999996,ACER PLATANOIDES
Manhattan,-74.008875,40.704084,GLEDITSIA TRIACANTHOS
Brooklyn,-73.93323199999999,40.673395,PLANTING SITE
Queens,-73.829668,40.681752,ACER SACCHARUM
Queens,-73.885823,40.753648,UNKNOWN STUMP
Bronx,-73.857653,40.868069,UNKNOWN LIVE TREES 
Queens,-73.765501,40.760138,PLATANUS ACERIFOLIA
Queens,-73.742589,40.725573,QUERCUS PALUSTRIS
Queens,-73.820791,40.783246999999996,ACER PSEUDOPLATANUS
Queens,-73.77301700000001,40.746041999999996,UNKNOWN STUMP
Queens,-73.893672,40.703829999999996,PLATANUS ACERIFOLIA
Queens,-73.802373,40.712579999999996,ACER SACCHARUM
Brooklyn,-73.934913,40.669006,FRAXINUS PENNSYLVANICA
Queens,-73.916015,40.785092999999996,PLATANUS ACERIFOLIA
Queens,-73.80102099999999,40.734790999999994,CATALPA SPECIOSA
Bronx,-73.88539399999999,40.834562,QUERCUS PALUSTRIS
Manhattan,-73.948449,40.807317,ULMUS AMERICANA
Bronx,-73.844898,40.860927000000004,QUERCUS SPECIES
Brooklyn,-73.970405,40.596491,PLATANUS ACERIFOLIA
Queens,-73.821821,40.767142,ACER PLATANOIDES
Queens,-73.819376,40.682665,QUERCUS PALUSTRIS
Brooklyn,-74.019779,40.622,ACER PLATANOIDES
Queens,-73.84272299999999,40.65497,PLATANUS ACERIFOLIA
Brooklyn,-73.963476,40.636302,UNKNOWN LIVE TREES 
Queens,-73.907002,40.777507,ACER PLATANOIDES
Bronx,-73.896413,40.831994,CELTIS OCCIDENTALIS
Queens,-73.805447,40.669074,PLANTING SITE
Bronx,-73.91046,40.858465,ZELKOVA SERRATA
Queens,-73.879684,40.756157,PYRUS CALLERYANA
Staten Island,-74.120101,40.580028999999996,QUERCUS RUBRA
Queens,-73.88474000000001,40.762531,ACER RUBRUM
Queens,-73.877306,40.737453,GINKGO BILOBA
Manhattan,-73.937842,40.812466,TILIA CORDATA
Bronx,-73.867402,40.866744,GINKGO BILOBA
Bronx,-73.835921,40.868051,ACER PLATANOIDES
Queens,-73.704489,40.737719,ACER PLATANOIDES
Bronx,-73.867246,40.897867,QUERCUS PALUSTRIS
Brooklyn,-73.950554,40.610423,ACER PLATANOIDES
Queens,-73.74114,40.773382,ACER SACCHARINUM
Staten Island,-74.194608,40.548003,PYRUS CALLERYANA
Queens,-73.710939,40.741765,ACER PLATANOIDES
Queens,-73.729419,40.674152,UNKNOWN LIVE TREES 
Staten Island,-74.199269,40.538094,LIQUIDAMBAR STYRACIFLUA
Manhattan,-73.93066,40.84851,SOPHORA JAPONICA
Queens,-73.746785,40.674381,ACER PLATANOIDES
Bronx,-73.845281,40.894646,GLEDITSIA TRIACANTHOS
Brooklyn,-73.969081,40.584516,PLATANUS ACERIFOLIA
Brooklyn,-73.935325,40.6156,PLATANUS ACERIFOLIA
Staten Island,-74.12653,40.580403000000004,ACER PALMATUM
Brooklyn,1.0,1.0,QUERCUS RUBRA
Brooklyn,-73.893594,40.680921000000005,PLATANUS ACERIFOLIA
Queens,-73.821742,40.739185,ACER PLATANOIDES
Brooklyn,-73.95617800000001,40.660484999999994,PLATANUS ACERIFOLIA
Brooklyn,-73.976252,40.666862,ACER PLATANOIDES
Queens,-73.812837,40.787566999999996,PLANTING SITE
Brooklyn,-73.99283199999999,40.671512,UNKNOWN LIVE TREES 
Bronx,-73.913565,40.884698,OSTRYA VIRGINIANA
Queens,-73.814657,40.762075,SOPHORA JAPONICA
Queens,-73.886247,40.755179999999996,FRAXINUS PENNSYLVANICA
Staten Island,-74.073941,40.58985,TILIA CORDATA
Queens,-73.82865699999999,40.711558000000004,PLATANUS ACERIFOLIA
Staten Island,-74.124483,40.628097,ACER PLATANOIDES
Brooklyn,-73.951587,40.593868,ACER PLATANOIDES
Staten Island,-74.14035600000001,40.553929,PYRUS CALLERYANA
Queens,-73.792063,40.709039000000004,PYRUS CALLERYANA
Bronx,-73.850274,40.858948999999996,ACER PLATANOIDES
Staten Island,-74.129306,40.601188,LIQUIDAMBAR STYRACIFLUA
Queens,-73.761617,40.733213,ACER PLATANOIDES
Brooklyn,-73.920644,40.686163,PLATANUS ACERIFOLIA
Brooklyn,-73.952776,40.600133,FRAXINUS PENNSYLVANICA
Queens,-73.80991800000001,40.715002,PLATANUS ACERIFOLIA
Queens,-73.826537,40.787151,PLATANUS ACERIFOLIA
Queens,-73.811862,40.715689000000005,PYRUS CALLERYANA
Bronx,-73.88542,40.856732,NYSSA SYLVATICA
Brooklyn,-74.020569,40.630296,PLATANUS ACERIFOLIA
Brooklyn,-73.955299,40.710266,ACER SACCHARUM
Queens,1.0,1.0,PLANTING SITE
Brooklyn,-74.024611,40.629670000000004,LIQUIDAMBAR STYRACIFLUA
Manhattan,-73.96461500000001,40.772905,GINKGO BILOBA
Queens,-73.891376,40.735245,ACER PLATANOIDES
Bronx,-73.904574,40.889716,QUERCUS PALUSTRIS
Queens,-73.793379,40.746942,ACER RUBRUM
Brooklyn,-73.999627,40.63125,ACER PSEUDOPLATANUS
Staten Island,-74.131571,40.576899,ACER SACCHARINUM
Queens,-73.84863399999999,40.655444,UNKNOWN LIVE TREES 
Brooklyn,-74.014923,40.608488,ACER SACCHARUM
Queens,-73.751384,40.746210999999995,QUERCUS PALUSTRIS
Brooklyn,-73.906302,40.618809999999996,ACER PLATANOIDES
Brooklyn,-73.944805,40.605449,ACER PLATANOIDES
Manhattan,-73.943079,40.816736999999996,PLATANUS ACERIFOLIA
Bronx,-73.889339,40.868845,TILIA CORDATA
Staten Island,-74.147678,40.620153,PYRUS CALLERYANA
Queens,-73.833749,40.653973,ACER PLATANOIDES
Queens,-73.927802,40.775659999999995,ACER SACCHARUM
Bronx,-73.827991,40.878127,PYRUS CALLERYANA
Brooklyn,-73.96746800000001,40.637645,ACER PSEUDOPLATANUS
Brooklyn,-73.94489,40.581188,PLATANUS ACERIFOLIA
Staten Island,-74.107051,40.5665,ZELKOVA SERRATA
Queens,-73.765886,40.748428000000004,GLEDITSIA TRIACANTHOS
Bronx,-73.834696,40.841789,PLATANUS ACERIFOLIA
Queens,-73.817487,40.70766,QUERCUS RUBRA
Queens,-73.81840600000001,40.675275,PLANTING SITE
Manhattan,-73.98597600000001,40.734943,GLEDITSIA TRIACANTHOS
Staten Island,-74.217291,40.535225,FRAXINUS PENNSYLVANICA
Staten Island,-74.075563,40.632723999999996,PYRUS CALLERYANA
Staten Island,-74.146737,40.556822,QUERCUS PALUSTRIS
Manhattan,-73.964073,40.756729,GLEDITSIA TRIACANTHOS
Brooklyn,1.0,1.0,ACER SACCHARUM
Queens,-73.824935,40.706578,QUERCUS PALUSTRIS
Queens,-73.884766,40.757455,ACER PLATANOIDES
Brooklyn,-73.97131999999999,40.671259,QUERCUS PALUSTRIS
Queens,-73.80969499999999,40.69298,ACER PLATANOIDES
Queens,-73.858981,40.727096,PLANTING SITE
Staten Island,-74.17955400000001,40.524346,ACER PLATANOIDES
Brooklyn,-73.918151,40.627858,QUERCUS PALUSTRIS
Queens,-73.826571,40.771266,ACER PLATANOIDES
Queens,-73.887428,40.704673,TILIA CORDATA
Brooklyn,-73.993815,40.636838,ACER SACCHARUM
Queens,1.0,1.0,ACER PLATANOIDES
Brooklyn,-73.924295,40.612974,PLATANUS ACERIFOLIA
Brooklyn,-73.953786,40.576329,PLATANUS ACERIFOLIA
Queens,-73.900534,40.695603000000006,ACER PLATANOIDES
Queens,-73.709408,40.742893,ACER PLATANOIDES
Staten Island,-74.194976,40.547907,ACER SACCHARINUM
Queens,-73.842272,40.683046999999995,TILIA CORDATA
Brooklyn,-73.992464,40.698710999999996,GINKGO BILOBA
Queens,-73.872138,40.724546999999994,ACER PLATANOIDES
Staten Island,-74.128445,40.631085,QUERCUS PALUSTRIS
Bronx,-73.839322,40.859202,ACER SACCHARINUM
Queens,-73.863169,40.745518,ACER SACCHARUM
Manhattan,-73.971689,40.787153,ACER SACCHARUM
Queens,-73.734871,40.693487,ACER PLATANOIDES
Manhattan,-73.995137,40.721486,SOPHORA JAPONICA
Brooklyn,-74.025049,40.621769,PICEA SPECIES
Queens,-73.836965,40.684557,ACER PLATANOIDES
Manhattan,-73.969224,40.79857,QUERCUS RUBRA
Brooklyn,-73.93395699999999,40.653596,PLANTING SITE
Queens,-73.771454,40.751435,ACER RUBRUM
Manhattan,-73.969779,40.752915,GLEDITSIA TRIACANTHOS
Queens,-73.944585,40.748649,FRAXINUS PENNSYLVANICA
Brooklyn,-73.99792,40.599198,AILANTHUS ALTISSIMA
Manhattan,-73.963543,40.800406,PLATANUS ACERIFOLIA
Brooklyn,-73.907928,40.632998,PLATANUS ACERIFOLIA
Queens,-73.75926,40.705871,QUERCUS PALUSTRIS
Staten Island,-74.159734,40.619915999999996,GLEDITSIA TRIACANTHOS
Brooklyn,-74.010002,40.62648,PLATANUS ACERIFOLIA
Brooklyn,-73.93,40.681843,PLATANUS ACERIFOLIA
Brooklyn,-73.942054,40.606688,ACER PSEUDOPLATANUS
Manhattan,-73.937991,40.792099,QUERCUS PALUSTRIS
Staten Island,-74.198039,40.549355,QUERCUS PALUSTRIS
Queens,-73.740493,40.718274,UNKNOWN LIVE TREES 
Brooklyn,-73.932765,40.619314,QUERCUS RUBRA
Bronx,-73.828852,40.841328000000004,ACER SPECIES
Queens,-73.769665,40.71747,ACER PSEUDOPLATANUS
Brooklyn,-74.02283,40.628623,ACER PLATANOIDES
Manhattan,-73.947061,40.814209000000005,PLATANUS ACERIFOLIA
Queens,-73.920129,40.77755,ACER PLATANOIDES
Brooklyn,-74.01615600000001,40.62915,TILIA CORDATA
Queens,-73.884061,40.748333,PYRUS CALLERYANA
Queens,-73.743597,40.725386,GLEDITSIA TRIACANTHOS
Queens,-73.920038,40.776296,ACER PLATANOIDES
Queens,-73.734617,40.661765,GINKGO BILOBA
Queens,-73.86304100000001,40.688368,ACER PLATANOIDES
Brooklyn,-73.961554,40.723942,GLEDITSIA TRIACANTHOS
Queens,-73.886798,40.701446000000004,PYRUS CALLERYANA
Queens,-73.719448,40.732898,ACER PLATANOIDES
Queens,-73.90723,40.740549,ACER SPECIES
Queens,-73.704887,40.751946000000004,ACER PLATANOIDES
Queens,-73.87468199999999,40.746575,ACER PLATANOIDES
Queens,-73.828762,40.707375,UNKNOWN DEAD TREES 
Queens,-73.81929000000001,40.717087,PLATANUS ACERIFOLIA
Queens,-73.780974,40.763435,ACER SACCHARINUM
Staten Island,-74.127089,40.576387,ZELKOVA SERRATA
Queens,-73.862891,40.745490000000004,ACER PLATANOIDES
Brooklyn,-73.981053,40.656692,PLATANUS ACERIFOLIA
Brooklyn,-73.939994,40.672652,PLATANUS ACERIFOLIA
Queens,-73.863395,40.573018,GLEDITSIA TRIACANTHOS
Queens,-73.766973,40.600907,PLATANUS ACERIFOLIA
Queens,-73.842134,40.65712,QUERCUS PALUSTRIS
Queens,-73.84437,40.71062,LIRIODENDRON TULIPIFERA
Queens,-73.787882,40.682181,PLATANUS ACERIFOLIA
Queens,-73.904914,40.702034999999995,ACER PLATANOIDES
Queens,-73.803724,40.712154,TILIA CORDATA
Queens,-73.827851,40.702314,QUERCUS PALUSTRIS
Queens,-73.90993399999999,40.701727000000005,ACER PLATANOIDES
Queens,-73.812212,40.787942,ACER PLATANOIDES
Staten Island,-74.18874699999999,40.549859000000005,FRAXINUS PENNSYLVANICA
Queens,-73.91947900000001,40.77517,ACER PLATANOIDES
Queens,-73.7647,40.760702,ACER PLATANOIDES
Brooklyn,-73.999562,40.681908,QUERCUS RUBRA
Queens,-73.71928,40.743012,TILIA CORDATA
Queens,-73.73731,40.725183,PLANTING SITE
Queens,-73.879076,40.752223,TILIA CORDATA
Queens,-73.88416,40.705155,TILIA CORDATA
Manhattan,-73.979023,40.744428000000006,PYRUS CALLERYANA
Queens,-73.83066,40.708608,PLATANUS ACERIFOLIA
Queens,-73.804914,40.774264,ULMUS AMERICANA
Brooklyn,-73.953447,40.593408000000004,OSTRYA VIRGINIANA
Queens,-73.738916,40.763255,PLATANUS ACERIFOLIA
Brooklyn,-73.880907,40.683397,PLATANUS ACERIFOLIA
Manhattan,-73.973703,40.760449,GLEDITSIA TRIACANTHOS
Manhattan,-73.971406,40.795376,PYRUS CALLERYANA
Brooklyn,-73.994656,40.691066,QUERCUS RUBRA
Queens,-73.89195,40.695347,FRAXINUS PENNSYLVANICA
Queens,-73.79324100000001,40.670438,QUERCUS PALUSTRIS
Queens,-73.90712099999999,40.745815,GLEDITSIA TRIACANTHOS
Queens,-73.90375999999999,40.705498999999996,ACER PLATANOIDES
Manhattan,1.0,1.0,UNKNOWN LIVE TREES 
Manhattan,-73.937985,40.855585999999995,ACER PLATANOIDES
Brooklyn,-73.924784,40.626715999999995,ACER PLATANOIDES
Bronx,-73.81317800000001,40.818292,TILIA CORDATA
Queens,-73.835451,40.715703999999995,ACER PLATANOIDES
Queens,-73.82749100000001,40.703481,ACER PLATANOIDES
Manhattan,1.0,1.0,ACER PSEUDOPLATANUS
Manhattan,-73.97091400000001,40.767140999999995,ULMUS AMERICANA
Brooklyn,-73.978083,40.675484999999995,ACER PLATANOIDES
Staten Island,-74.150052,40.565608000000005,LIQUIDAMBAR STYRACIFLUA
Brooklyn,-73.973376,40.678452,TILIA CORDATA
Queens,-73.85149799999999,40.654884,PLATANUS ACERIFOLIA
Queens,-73.739009,40.766439,QUERCUS PALUSTRIS
Brooklyn,-73.98838,40.624439,ACER PLATANOIDES
Brooklyn,-73.882402,40.673148,UNKNOWN LIVE TREES 
Manhattan,-73.97998299999999,40.77375,SOPHORA JAPONICA
Brooklyn,-73.910313,40.664229999999996,GINKGO BILOBA
Bronx,-73.887355,40.855615,GLEDITSIA TRIACANTHOS
Queens,-73.899389,40.779371000000005,AILANTHUS ALTISSIMA
Brooklyn,-73.958567,40.669019,UNKNOWN LIVE TREES 
Brooklyn,-74.017939,40.629426,PLATANUS ACERIFOLIA
Manhattan,-73.984468,40.769915000000005,GLEDITSIA TRIACANTHOS
Brooklyn,-73.923416,40.640492,PLATANUS ACERIFOLIA
Brooklyn,-73.967888,40.611990000000006,ACER PSEUDOPLATANUS
Brooklyn,-73.956747,40.684759,CORNUS MAS
Queens,1.0,1.0,UNKNOWN DEAD TREES 
Queens,-73.905245,40.701363,GLEDITSIA TRIACANTHOS
Queens,-73.79174599999999,40.766935,PLATANUS ACERIFOLIA
Bronx,-73.883705,40.845167,ACER SACCHARUM
Staten Island,-74.10300500000001,40.627410999999995,ACER PLATANOIDES
Queens,-73.733497,40.704664,ACER SACCHARINUM
Manhattan,-73.983683,40.770773,ZELKOVA SERRATA
Brooklyn,-73.91731899999999,40.637949,ACER PLATANOIDES
Staten Island,-74.184178,40.539431,ACER SACCHARINUM
Bronx,-73.821009,40.826812,FRAXINUS PENNSYLVANICA
Brooklyn,-73.97004,40.599634,PLATANUS ACERIFOLIA
Brooklyn,-73.961541,40.699009999999994,QUERCUS PALUSTRIS
Brooklyn,-73.964091,40.684953,TILIA CORDATA
Manhattan,-73.966059,40.808657000000004,ULMUS AMERICANA
Manhattan,-73.954174,40.779784,UNKNOWN DEAD TREES 
Bronx,-73.925189,40.829923,QUERCUS PALUSTRIS
Queens,-73.89716,40.758063,FRAXINUS PENNSYLVANICA
Manhattan,-73.988069,40.723802,ULMUS AMERICANA
Brooklyn,-73.98504799999999,40.619741,PLATANUS ACERIFOLIA
Bronx,-73.91066,40.880295000000004,ACER RUBRUM
Brooklyn,-73.913437,40.609462,PLATANUS ACERIFOLIA
Bronx,-73.872799,40.897687,ACER PLATANOIDES
Brooklyn,-73.953062,40.601637,ACER PLATANOIDES
Queens,-73.77105300000001,40.756799,PLATANUS ACERIFOLIA
Queens,-73.794115,40.736086,PLATANUS ACERIFOLIA
Manhattan,-73.959379,40.777198999999996,QUERCUS PHELLOS
Queens,-73.900644,40.768572,ACER SACCHARUM
Brooklyn,-74.019865,40.62502,ACER PLATANOIDES
Bronx,-73.921123,40.846463,PYRUS CALLERYANA
Queens,-73.821049,40.783268,ACER SACCHARUM
Staten Island,-74.124437,40.564972999999995,QUERCUS RUBRA
Queens,-73.835463,40.660896,UNKNOWN DEAD TREES 
Queens,-73.752333,40.663907,PLANTING SITE
Queens,-73.788349,40.691602,UNKNOWN STUMP
Queens,-73.751793,40.757742,ACER PSEUDOPLATANUS
Manhattan,-73.964812,40.799172999999996,PYRUS CALLERYANA
Bronx,-73.878906,40.895274,ACER PLATANOIDES
Bronx,-73.85003,40.874269,ACER RUBRUM
Queens,-73.824187,40.772348,ACER PLATANOIDES
Queens,-73.84850300000001,40.658923,PLATANUS ACERIFOLIA
Manhattan,-74.005274,40.721231,TILIA CORDATA
Staten Island,-74.160328,40.589014,ACER PLATANOIDES
Queens,-73.823299,40.703359000000006,PLANTING SITE
Bronx,1.0,1.0,QUERCUS RUBRA
Bronx,-73.892889,40.82973,PLATANUS ACERIFOLIA
Brooklyn,-73.971747,40.613558000000005,ACER PLATANOIDES
Brooklyn,-73.982722,40.633718,QUERCUS PALUSTRIS
Staten Island,-74.137026,40.628427,AESCULUS HIPPOCASTANUM
Manhattan,1.0,1.0,PYRUS CALLERYANA
Queens,-73.90769399999999,40.712139,PLATANUS ACERIFOLIA
Bronx,-73.88825899999999,40.856151000000004,PYRUS CALLERYANA
Queens,-73.837561,40.706920000000004,TILIA CORDATA
Staten Island,-74.183782,40.536224,ACER RUBRUM
Queens,-73.713438,40.738184999999994,PYRUS CALLERYANA
Queens,-73.776164,40.74859,PLATANUS ACERIFOLIA
Queens,-73.75856999999999,40.681075,ACER PLATANOIDES
Queens,-73.764442,40.609446999999996,ACER PLATANOIDES
Staten Island,-74.08558199999999,40.589422,QUERCUS PALUSTRIS
Queens,-73.755953,40.709258,ACER PLATANOIDES
Queens,-73.873074,40.724987,ACER PLATANOIDES
Brooklyn,-73.920111,40.651524,PLATANUS ACERIFOLIA
Bronx,-73.90424399999999,40.810318,ACER PSEUDOPLATANUS
Manhattan,-73.96797099999999,40.771137,ULMUS AMERICANA
Queens,-73.87073199999999,40.758984000000005,SOPHORA JAPONICA
Bronx,-73.856249,40.855028999999995,ACER RUBRUM
Bronx,-73.906251,40.813503999999995,TILIA CORDATA
Manhattan,-73.954356,40.776424,GINKGO BILOBA
Queens,-73.80202,40.727235,QUERCUS PALUSTRIS
Queens,-73.812197,40.761013,ACER PLATANOIDES
Queens,-73.849549,40.715038,ACER PLATANOIDES
Queens,-73.778623,40.687683,QUERCUS PALUSTRIS
Brooklyn,-74.020062,40.621297,ACER PLATANOIDES
Bronx,-73.84039399999999,40.873111,QUERCUS PALUSTRIS
Brooklyn,-74.013464,40.625840000000004,PINUS SPECIES
Staten Island,-74.252172,40.507290999999995,QUERCUS PALUSTRIS
Queens,-73.748419,40.661865999999996,PLATANUS ACERIFOLIA
Brooklyn,-73.946764,40.605796000000005,TILIA CORDATA
Brooklyn,-73.921982,40.636508,ACER PLATANOIDES
Queens,1.0,1.0,ACER SACCHARINUM
Queens,-73.777603,40.773379999999996,FRAXINUS PENNSYLVANICA
Queens,-73.925392,40.760606,ACER RUBRUM
Staten Island,-74.244114,40.503661,ACER PLATANOIDES
Queens,-73.856551,40.717595,ACER PSEUDOPLATANUS
Staten Island,-74.141362,40.624249,UNKNOWN LIVE TREES 
Brooklyn,-73.965862,40.587928000000005,FRAXINUS PENNSYLVANICA
Brooklyn,-73.987151,40.596809,AILANTHUS ALTISSIMA
Bronx,-73.82765500000001,40.821395,AILANTHUS ALTISSIMA
Queens,-73.814745,40.746697999999995,ACER SACCHARINUM
Brooklyn,-73.941725,40.64963,ACER RUBRUM
Queens,-73.763856,40.665454,ACER SACCHARINUM
Bronx,-73.907871,40.820037,SOPHORA JAPONICA
Staten Island,-74.218404,40.535885,TILIA CORDATA
Brooklyn,-74.036108,40.612577,AESCULUS X CARNEA
Queens,-73.730363,40.69833,ACER PLATANOIDES
Manhattan,-73.999746,40.73425,PYRUS CALLERYANA
Manhattan,-73.95148,40.802813,GINKGO BILOBA
Brooklyn,-73.91468499999999,40.641232,PLATANUS ACERIFOLIA
Queens,-73.808275,40.711729999999996,QUERCUS PALUSTRIS
Queens,-73.810987,40.70438,ACER PLATANOIDES
Queens,-73.786266,40.742155,TILIA CORDATA
Queens,1.0,1.0,PYRUS CALLERYANA
Bronx,-73.92498499999999,40.829307,GINKGO BILOBA
Queens,-73.770271,40.713448,GINKGO BILOBA
Bronx,-73.887877,40.833564,UNKNOWN DEAD TREES 
Queens,-73.809093,40.718293,QUERCUS PALUSTRIS
Manhattan,-73.961347,40.768349,GLEDITSIA TRIACANTHOS
Staten Island,-74.12711800000001,40.598327000000005,QUERCUS PALUSTRIS
Queens,-73.855571,40.727624,ACER PLATANOIDES
Bronx,1.0,1.0,UNKNOWN LIVE TREES 
